
Information about map: EDT                 
==================================

Map name (internal)     : EDT000
Sounding set (internal) : 0
RS-Number               : H2813641
Data record length      : 40 bytes
Number of data records  : 2541
Max filemap size        : 2541 bytes
Data header size        : 12504 bytes
Free space in map       : -111603 bytes (107371392 records)
Status flag (not used)  : 1


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

   166.00	 27905.00	   291.00	    34.00	     8.34	     0.76	   955.00	   909.30	   274.80	     4.71	   185.00	     8.40	     5.00	  1500.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   168.00	 27901.00	   290.90	    34.00	     8.34	     0.82	   962.00	   908.50	   274.70	     4.69	   186.00	     8.40	     5.00	  1500.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   170.00	 27898.00	   290.90	    34.00	     8.34	     0.87	   968.00	   907.90	   274.70	     4.70	   186.00	     8.40	     5.00	  1500.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   172.00	 27895.00	   290.80	    34.00	     8.34	     0.90	   975.00	   907.20	   274.70	     4.68	   186.00	     8.40	     5.00	  1500.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   174.00	 27892.00	   290.80	    33.00	     8.32	     0.90	   982.00	   906.40	   274.50	     4.62	   186.00	     8.40	     5.00	  1500.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   176.00	 27888.00	   290.70	    33.00	     8.30	     0.89	   989.00	   905.70	   274.30	     4.57	   186.00	     8.30	     5.00	  1600.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   178.00	 27885.00	   290.70	    33.00	     8.28	     0.86	   996.00	   904.90	   274.10	     4.50	   186.00	     8.30	     5.00	  1600.00	   -89.41	    43.08	     0.00	     0.00	-32768.00	
   180.00	 27881.00	   290.60	    33.00	     8.25	     0.82	  1004.00	   904.10	   274.00	     4.47	   186.00	     8.30	     5.00	  1600.00	   -89.41	    43.08	     6.00	     6.00	-32768.00	
   182.00	 27877.00	   290.50	    33.00	     8.23	     0.76	  1012.00	   903.20	   273.90	     4.45	   185.00	     8.30	     5.00	  1600.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   184.00	 27874.00	   290.40	    33.00	     8.21	     0.70	  1020.00	   902.40	   274.00	     4.47	   185.00	     8.20	     5.00	  1600.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   186.00	 27870.00	   290.40	    33.00	     8.18	     0.62	  1027.00	   901.60	   274.20	     4.53	   184.00	     8.20	     5.00	  1600.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   188.00	 27867.00	   290.30	    34.00	     8.15	     0.55	  1034.00	   900.90	   274.30	     4.58	   184.00	     8.20	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   190.00	 27863.00	   290.30	    34.00	     8.12	     0.48	  1041.00	   900.10	   274.30	     4.59	   183.00	     8.10	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   192.00	 27860.00	   290.20	    34.00	     8.08	     0.40	  1048.00	   899.40	   274.20	     4.56	   183.00	     8.10	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   194.00	 27856.00	   290.20	    34.00	     8.04	     0.33	  1055.00	   898.60	   274.10	     4.52	   182.00	     8.00	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   196.00	 27853.00	   290.10	    34.00	     7.99	     0.26	  1062.00	   897.90	   274.00	     4.50	   182.00	     8.00	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   198.00	 27849.00	   290.10	    34.00	     7.94	     0.19	  1070.00	   897.10	   274.00	     4.50	   181.00	     7.90	     5.00	  1700.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   200.00	 27846.00	   290.00	    34.00	     7.88	     0.11	  1078.00	   896.30	   274.10	     4.53	   181.00	     7.90	     5.00	  1800.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
   202.00	 27842.00	   289.90	    34.00	     7.81	     0.04	  1086.00	   895.40	   274.10	     4.55	   180.00	     7.80	     5.00	  1800.00	   -89.41	    43.09	     0.00	     0.00	-32768.00	
